"","caseid","child_id","age_child","mother_id","first_born","sex_child","child_residence","child_alive","marital_status","union_status","num_union_status","age_cohabitation","first_sex","edu_level_mother","num_trips","owner_house","wealth_index","type_residence","traveled_12","partners_education","currently_working","literacy","current_age_respondent","type_dejure_residence","age_first_sex","worked_12_temp","worked_12","child_foster"
"8165","223346  2","03",13,"2233462",1,2,0,1,2,1,2,19,19,2,0,0,3,1,0,2,0,2,33,1,19,0,0,0
"8166","223372  1","03",9,"2233721",1,2,0,1,5,2,1,25,25,2,0,0,2,1,0,3,1,2,36,1,25,2,1,0
"8167","223379  2","03",7,"2233792",1,1,0,1,1,1,1,21,21,1,0,0,3,1,0,3,0,2,29,1,21,0,0,0
"8168","223375  7","03",7,"2233757",1,1,4,1,2,1,1,14,14,2,1,0,2,1,0,1,0,2,25,1,14,0,0,1
"8169","106954  2","03",8,"1069542",1,2,0,1,2,1,1,33,22,3,0,0,2,1,0,2,1,2,44,1,22,2,1,0
"8170","1069 3  2","03",15,"106932",0,1,0,1,2,1,1,12,12,3,0,0,2,1,0,1,1,2,33,1,12,2,1,0
"8171","106952  2","03",6,"1069522",0,2,0,1,2,1,1,14,14,2,0,0,2,1,0,1,1,2,33,1,14,2,1,0
"8172","106941  4","03",10,"1069414",1,2,0,1,1,1,1,26,26,3,1,0,5,1,1,2,1,2,37,7,26,2,1,0
"8173","106910  1","03",12,"1069101",0,1,0,1,5,2,2,19,18,3,1,0,2,1,0,2,1,2,34,1,18,2,1,0
"8174","106986  2","03",15,"1069862",0,2,4,1,2,1,2,19,14,2,0,0,3,1,0,3,1,2,36,1,14,2,1,1
"8175","034793  2","03",12,"0347932",1,2,0,1,1,1,1,23,23,3,0,2,5,1,0,3,1,2,36,1,23,2,1,0
"8176","034718  2","03",12,"0347182",0,2,0,1,2,1,2,15,15,2,1,0,2,1,0,2,1,2,31,1,15,2,1,0
"8177","132276  2","03",16,"1322762",1,2,0,1,1,1,1,19,19,3,0,0,3,1,0,1,0,2,37,1,19,1,0,0
"8178","132292  2","03",13,"1322922",0,2,0,1,2,1,1,18,19,3,0,0,2,1,0,2,1,2,36,1,19,2,1,0
"8179","268067  2","03",9,"2680672",0,2,0,1,2,1,1,16,16,1,0,0,2,1,0,1,0,2,33,1,16,0,0,0
"8180","268069  1","03",16,"2680691",1,2,0,1,5,2,1,15,15,3,1,1,4,1,0,3,1,2,33,1,15,2,1,0
"8181","268010  2","03",15,"2680102",0,2,0,1,2,1,1,15,16,1,1,0,1,1,0,2,0,2,36,1,16,0,0,0
"8182","268030  2","03",16,"2680302",0,1,4,1,2,1,2,19,18,3,0,2,2,1,0,1,1,2,38,1,18,2,1,1
"8183","008422  2","03",15,"0084222",1,1,0,1,1,1,1,26,16,3,1,2,2,1,0,1,0,2,36,1,16,0,0,0
"8184","008490  3","03",9,"0084903",1,2,0,1,5,2,1,16,16,3,3,0,1,1,0,1,0,2,28,1,16,0,0,0
"8185","008468  2","03",3,"0084682",0,2,0,1,2,1,2,15,16,1,1,0,1,1,0,8,0,2,27,1,16,0,0,0
"8186","317567  1","03",11,"3175671",0,2,0,1,2,1,2,20,14,1,0,0,1,1,0,0,1,0,36,1,14,2,1,0
"8187","317529  8","03",9,"3175298",0,2,4,1,5,2,2,15,15,2,0,0,2,1,0,8,0,2,35,1,15,0,0,1
"8188","317511  4","03",10,"3175114",1,2,4,1,5,2,2,18,17,2,1,2,4,1,0,8,0,2,28,7,17,1,0,1
"8189","275348  2","03",8,"2753482",1,2,0,1,2,1,2,17,16,2,0,2,1,1,0,2,0,2,27,1,16,0,0,0
"8190","275363  2","03",11,"2753632",1,1,0,1,2,1,1,16,14,1,0,0,1,1,0,8,0,0,26,1,14,0,0,0
"8191","154379  2","03",16,"1543792",0,2,0,1,2,1,1,12,12,1,0,1,3,1,0,2,0,1,32,1,12,0,0,0
"8192","154330  2","03",15,"1543302",1,2,0,1,1,1,1,25,18,1,1,0,3,1,0,1,0,2,34,1,18,0,0,0
"8193","154321  2","03",14,"1543212",0,1,0,1,2,1,2,12,12,2,0,0,2,1,0,1,0,2,32,1,12,0,0,0
"8194","154397  1","03",10,"1543971",1,1,0,1,2,1,1,18,19,2,1,2,1,1,0,2,0,2,31,1,19,0,0,0
"8195","154382  2","03",13,"1543822",0,2,0,1,2,1,1,16,16,1,0,2,1,1,0,1,0,2,31,1,16,0,0,0
"8196","247534  1","03",9,"2475341",1,2,0,1,2,1,2,16,97,1,0,0,1,1,0,0,0,2,24,1,NA,0,0,0
"8197","247596  1","03",6,"2475961",0,1,0,1,2,1,2,14,14,1,1,1,1,1,0,1,0,2,29,1,14,0,0,0
"8198","247568  2","03",14,"2475682",0,2,0,1,2,1,1,17,97,1,0,0,4,1,0,1,1,2,36,1,NA,2,1,0
"8199","258216  2","03",15,"2582162",1,1,0,1,2,1,1,19,17,2,0,0,2,2,0,1,0,2,35,2,17,0,0,0
"8200","258230  2","03",13,"2582302",0,2,0,1,1,1,2,13,12,1,0,2,5,2,0,3,1,1,44,2,12,2,1,0
"8201","064867  3","03",11,"0648673",0,1,0,1,2,1,1,19,16,2,0,0,2,2,0,0,1,2,33,2,16,2,1,0
"8202","064814  2","03",13,"0648142",1,2,4,1,5,2,1,13,12,2,0,0,3,2,0,8,0,2,25,2,12,0,0,1
"8203","064851  5","03",14,"0648515",0,2,0,1,5,2,2,19,19,1,0,0,3,2,0,8,0,1,35,2,19,0,0,0
"8204","0648 2  3","03",10,"064823",0,2,0,1,2,1,2,15,97,3,0,0,3,2,0,1,1,2,29,2,NA,3,1,0
"8205","064877  2","03",10,"0648772",1,2,4,1,2,1,2,17,17,2,1,3,2,2,0,3,1,2,28,2,17,2,1,1
"8206","129861  1","03",10,"1298611",1,2,4,1,2,1,1,20,20,1,1,2,1,2,0,1,0,2,34,2,20,0,0,1
"8207","1298 2  1","03",11,"129821",1,1,4,1,2,1,2,12,12,2,0,0,1,2,0,1,0,2,24,2,12,0,0,1
"8208","021680  2","03",11,"0216802",1,2,0,1,2,1,1,15,15,1,0,2,1,2,0,1,0,2,28,2,15,0,0,0
"8209","166769  2","03",8,"1667692",0,1,0,1,2,1,1,15,15,1,0,2,1,2,0,0,1,1,38,2,15,2,1,0
"8210","166734  1","03",6,"1667341",0,2,0,1,2,1,1,18,15,1,2,0,1,2,0,1,0,1,32,2,15,0,0,0
"8211","1667 8  2","03",7,"166782",0,2,4,1,2,1,2,16,15,1,0,0,1,2,0,1,0,2,26,2,15,0,0,1
"8212","166716  2","03",9,"1667162",0,1,0,1,2,1,2,14,14,1,4,2,1,2,0,0,0,0,32,2,14,1,0,0
"8213","1667 9  2","03",7,"166792",1,1,4,1,2,1,1,17,15,1,3,0,1,2,0,0,0,2,23,2,15,0,0,1
"8214","231596  2","03",13,"2315962",1,1,0,1,2,1,1,15,15,1,5,2,2,2,0,1,0,2,29,2,15,0,0,0
"8215","231530  1","03",14,"2315301",0,1,0,1,5,2,1,13,14,1,0,1,1,2,0,1,0,2,39,2,14,0,0,0
"8216","231548  1","03",15,"2315481",0,1,4,1,5,2,2,19,17,1,4,0,1,2,0,2,0,2,35,2,17,0,0,1
"8217","314399  1","03",8,"3143991",0,2,0,1,2,1,2,19,19,1,1,1,1,2,1,1,1,1,34,2,19,2,1,0
"8218","314393  2","03",14,"3143932",0,2,0,1,2,1,1,15,15,1,0,2,1,2,0,1,1,0,34,2,15,2,1,0
"8219","314315  1","03",13,"3143151",1,1,0,1,2,1,2,17,16,2,1,1,1,2,0,1,0,2,31,2,16,0,0,0
"8220","098386  2","03",15,"0983862",1,2,0,1,2,1,1,16,16,1,0,1,2,2,0,1,0,1,34,2,16,0,0,0
"8221","098330  6","03",4,"0983306",1,1,0,1,2,1,2,19,17,2,15,2,1,2,0,3,1,2,25,7,17,2,1,0
"8222","098384  2","03",13,"0983842",0,2,0,1,2,1,1,25,97,1,0,0,1,2,0,0,1,0,40,2,NA,2,1,0
"8223","0983 3  1","03",6,"098331",0,2,0,1,5,2,1,12,97,1,0,2,1,2,0,3,0,0,26,2,NA,0,0,0
"8224","188086  3","03",16,"1880863",1,1,0,1,2,1,1,19,19,1,1,0,1,2,0,1,0,0,41,2,19,0,0,0
"8225","188098  2","03",13,"1880982",0,1,0,1,2,1,1,20,18,2,1,2,1,2,0,1,0,2,38,2,18,0,0,0
"8226","188017  1","03",12,"1880171",0,1,4,1,2,1,2,14,14,1,0,1,1,2,0,1,0,2,43,2,14,0,0,1
"8227","101070  2","03",10,"1010702",1,1,0,1,2,1,1,18,18,3,16,2,3,2,0,2,1,2,30,2,18,2,1,0
"8228","1756 3  2","03",5,"175632",1,1,0,1,2,1,1,14,15,2,0,0,1,1,0,2,1,2,22,1,15,2,1,0
"8229","175690  8","03",8,"1756908",1,2,0,1,5,2,2,14,14,2,0,0,1,1,0,2,0,2,23,1,14,0,0,0
"8230","175650  1","03",9,"1756501",0,2,0,1,2,1,1,13,12,1,0,1,1,1,0,1,1,0,30,1,12,2,1,0
"8231","175664  1","03",10,"1756641",0,1,0,1,5,2,2,15,14,0,0,0,2,1,0,2,1,1,28,1,14,2,1,0
"8232","175628  2","03",14,"1756282",0,2,0,1,1,1,2,17,17,2,0,2,2,1,0,1,1,2,43,1,17,2,1,0
"8233","100839  2","03",8,"1008392",1,1,0,1,2,1,2,20,20,2,0,0,2,1,0,2,1,2,32,1,20,2,1,0
"8234","137831  2","03",10,"1378312",0,1,0,1,1,1,1,25,16,3,0,3,1,1,0,2,0,2,34,1,16,0,0,0
"8235","137892  2","03",12,"1378922",0,1,0,1,2,1,2,16,14,1,0,0,1,1,0,2,1,2,33,1,14,3,1,0
"8236","064278  2","03",5,"0642782",0,2,4,1,2,1,2,13,13,1,2,0,2,1,0,2,0,1,22,1,13,0,0,1
"8237","064231  3","03",9,"0642313",0,1,4,1,2,1,1,12,12,1,5,0,5,1,0,1,1,2,26,1,12,2,1,1
"8238","023560  2","03",11,"0235602",1,2,4,1,2,1,2,14,16,2,0,0,3,1,0,2,1,2,29,1,16,2,1,1
"8239","023544  1","03",12,"0235441",1,1,0,1,5,2,2,28,15,3,2,0,2,1,0,2,1,2,35,1,15,2,1,0
"8240","131572  1","03",13,"1315721",0,1,0,1,2,1,2,16,16,1,0,0,3,1,0,1,1,2,35,1,16,2,1,0
"8241","062690  7","03",15,"0626907",1,1,0,1,2,1,2,15,15,3,0,2,3,1,0,2,1,2,36,7,15,2,1,0
"8242","062657  2","03",13,"0626572",0,1,4,1,2,1,2,15,15,2,0,2,2,1,0,2,0,2,31,1,15,0,0,1
"8243","062665  2","03",8,"0626652",0,1,0,1,2,1,1,22,22,1,0,0,2,1,0,1,0,2,36,1,22,0,0,0
"8244","062613  2","03",16,"0626132",0,2,0,1,2,1,1,15,15,1,48,0,3,1,0,1,1,1,36,1,15,2,1,0
"8245","0626 6  2","03",10,"062662",1,2,0,1,2,1,2,21,21,1,1,2,1,1,0,2,1,2,33,1,21,2,1,0
"8246","264346  1","03",16,"2643461",1,2,0,1,5,2,1,14,14,2,10,2,5,1,0,2,1,2,33,1,14,2,1,0
"8247","264361  2","03",12,"2643612",1,1,0,1,2,1,1,15,15,1,0,2,2,1,0,1,0,2,32,1,15,0,0,0
"8248","039245  7","03",4,"0392457",1,1,0,1,5,2,1,19,15,2,0,0,2,1,0,3,0,2,23,1,15,0,0,0
"8249","039259  1","03",9,"0392591",0,1,0,1,2,1,2,21,18,2,5,0,4,1,0,2,1,2,36,1,18,2,1,0
"8250","232077  2","03",10,"2320772",0,2,0,1,2,1,2,15,15,2,0,0,2,1,0,2,1,2,29,1,15,2,1,0
"8251","143985  1","03",13,"1439851",0,1,4,1,5,2,2,19,16,2,1,0,2,1,0,1,1,2,38,1,16,2,1,1
"8252","143941  2","03",14,"1439412",0,2,0,1,2,1,2,20,20,1,0,0,2,1,0,1,1,2,37,1,20,2,1,0
"8253","143972  1","03",11,"1439721",1,1,0,1,2,1,1,29,27,2,6,0,4,1,0,1,1,2,42,1,27,2,1,0
"8254","074188  1","03",5,"0741881",0,2,0,1,5,2,2,19,18,2,2,2,2,1,0,2,0,2,34,1,18,1,0,0
"8255","074133  1","03",13,"0741331",0,2,0,1,5,2,2,16,15,1,8,0,2,1,0,0,1,1,41,1,15,3,1,0
"8256","074146  2","03",9,"0741462",0,2,0,1,5,2,2,20,13,2,0,0,1,1,0,1,1,2,34,1,13,2,1,0
"8257","074185  1","03",16,"0741851",0,2,0,1,2,1,2,16,15,1,1,1,2,1,0,1,0,2,38,1,15,0,0,0
"8258","074147  1","03",10,"0741471",0,2,0,1,5,2,1,18,18,1,0,1,1,1,0,1,1,2,33,1,18,2,1,0
"8259","239794  3","03",9,"2397943",1,2,0,1,5,2,1,17,14,2,0,0,3,1,0,2,0,2,26,1,14,0,0,0
"8260","239770  6","03",14,"2397706",1,2,0,1,2,1,2,17,17,2,0,0,4,1,0,2,1,2,32,1,17,2,1,0
"8261","261984  2","03",8,"2619842",1,1,4,1,2,1,2,19,19,3,0,2,5,1,0,3,0,2,28,1,19,0,0,1
"8262","261959  2","03",5,"2619592",1,2,0,1,1,1,1,31,26,2,0,2,3,1,0,2,1,2,37,1,26,2,1,0
"8263","289788  1","03",10,"2897881",1,1,4,1,2,1,2,11,11,1,1,0,1,2,0,1,0,1,24,2,11,0,0,1
"8264","289779  2","03",16,"2897792",1,2,0,1,2,1,1,19,19,2,0,1,2,2,0,1,1,2,36,2,19,2,1,0
"8265","289782  1","03",12,"2897821",0,2,0,1,2,1,2,18,18,1,0,0,1,2,0,1,1,2,34,2,18,2,1,0
"8266","289762  1","03",5,"2897621",1,1,0,1,2,1,2,19,19,2,0,1,1,2,0,1,0,2,26,2,19,0,0,0
"8267","289730  2","03",13,"2897302",0,1,0,1,2,1,2,15,15,1,4,0,1,2,0,1,1,1,35,2,15,2,1,0
"8268","0965 3  2","03",14,"096532",0,1,0,1,2,1,1,18,18,1,0,1,2,2,0,1,1,2,47,2,18,2,1,0
"8269","096521  2","03",14,"0965212",1,1,0,1,2,1,1,23,16,1,1,0,1,2,0,1,1,2,38,2,16,2,1,0
"8270","096535  1","03",1,"0965351",1,2,0,1,2,1,1,13,13,1,3,2,1,2,0,1,0,2,19,2,13,0,0,0
"8271","096569  1","03",5,"0965691",1,1,4,1,2,1,1,14,14,1,90,2,1,2,0,2,1,1,22,2,14,2,1,1
"8272","047093  2","03",11,"0470932",0,1,0,1,2,1,2,16,17,1,5,1,1,2,0,1,0,2,35,2,17,1,0,0
"8273","148990  1","03",11,"1489901",0,2,0,1,0,0,NA,NA,16,2,0,0,2,1,0,NA,0,2,34,1,16,1,0,0
"8274","186399  2","03",16,"1863992",1,1,0,1,1,1,1,25,24,3,0,2,5,1,0,1,1,2,43,1,24,2,1,0
"8275","186311  1","03",14,"1863111",1,2,0,1,2,1,1,23,23,3,0,1,5,1,0,2,1,2,38,1,23,2,1,0
"8276","138562  2","03",15,"1385622",0,1,0,1,2,1,2,17,17,2,0,1,4,1,0,2,1,2,42,1,17,2,1,0
"8277","138583  4","03",6,"1385834",1,1,0,1,1,1,1,25,20,2,0,0,2,1,0,3,0,2,32,1,20,1,0,0
"8278","261778  2","03",14,"2617782",1,2,0,1,1,1,1,14,15,1,1,0,2,1,0,1,0,2,30,1,15,0,0,0
"8279","261761  2","03",11,"2617612",1,1,0,1,2,1,2,16,15,3,0,0,4,1,0,3,0,2,28,1,15,1,0,0
"8280","261756  2","03",12,"2617562",1,1,4,1,2,1,2,13,13,1,15,0,3,1,0,1,0,2,27,1,13,1,0,1
"8281","261749  2","03",16,"2617492",1,1,0,1,1,1,1,15,15,2,0,0,2,1,0,1,1,2,32,1,15,2,1,0
"8282","072720  2","03",6,"0727202",1,1,0,1,2,1,1,15,15,1,0,0,1,2,0,2,1,1,24,2,15,2,1,0
"8283","072728  2","03",15,"0727282",1,2,0,1,1,1,1,17,18,2,2,2,3,2,0,1,0,2,36,2,18,0,0,0
"8284","0727 2  2","03",8,"072722",1,1,0,1,2,1,2,14,14,1,0,2,1,2,0,1,0,2,26,2,14,0,0,0
"8285","139569  2","03",13,"1395692",1,1,0,1,2,1,1,14,14,1,0,0,1,2,0,1,0,2,28,2,14,0,0,0
"8286","139576  2","03",9,"1395762",1,1,0,1,2,1,1,20,20,3,0,2,1,2,0,3,0,2,33,2,20,0,0,0
"8287","213548  1","03",7,"2135481",0,1,0,1,2,1,2,15,15,1,0,1,1,2,0,8,0,1,35,2,15,0,0,0
"8288","213546  2","03",10,"2135462",0,1,0,1,2,1,2,15,15,1,90,2,3,2,0,2,0,2,29,2,15,1,0,0
"8289","213566  2","03",14,"2135662",0,1,0,1,2,1,2,15,15,1,0,2,1,2,0,1,0,2,39,2,15,0,0,0
"8290","213590  5","03",15,"2135905",0,2,4,1,5,2,1,16,13,1,3,0,1,2,0,1,1,2,33,2,13,2,1,1
"8291","127048  1","03",8,"1270481",1,1,0,1,2,1,2,18,18,2,0,1,1,2,0,1,1,2,28,2,18,2,1,0
"8292","127028  3","03",7,"1270283",0,1,4,1,2,1,2,11,11,1,0,0,2,2,0,8,0,2,25,2,11,0,0,1
"8293","323553  2","03",11,"3235532",1,2,0,1,2,1,2,17,17,2,0,0,3,1,0,1,0,2,32,1,17,1,0,0
"8294","323572  2","03",12,"3235722",0,2,0,1,2,1,2,15,16,1,0,2,1,1,0,1,1,2,31,1,16,2,1,0
"8295","323576  2","03",14,"3235762",0,1,0,1,2,1,2,14,14,1,0,2,2,1,0,1,0,0,43,1,14,0,0,0
"8296","323578  1","03",9,"3235781",1,1,0,1,4,2,2,18,19,3,0,0,4,1,0,2,1,2,29,1,19,2,1,0
"8297","1532 9  2","03",12,"153292",1,2,0,1,1,1,1,17,17,3,1,2,4,1,0,3,1,2,31,1,17,2,1,0
"8298","153224  3","03",8,"1532243",1,2,0,1,2,1,1,31,25,2,0,0,4,1,0,1,1,2,41,1,25,2,1,0
"8299","3023 1  2","03",10,"302312",1,2,0,1,2,1,2,18,18,0,2,0,2,1,0,1,1,0,33,1,18,2,1,0
"8300","302376  2","03",14,"3023762",0,1,0,1,2,1,2,14,14,1,0,0,3,1,0,1,1,0,37,1,14,2,1,0
"8301","302344  1","03",13,"3023441",0,1,0,1,2,1,2,22,22,3,3,0,5,1,0,3,1,2,47,1,22,2,1,0
"8302","302383  2","03",11,"3023832",1,2,0,1,2,1,1,27,21,3,0,0,3,1,0,2,1,2,36,1,21,2,1,0
"8303","302367  2","03",14,"3023672",1,2,0,1,1,1,2,16,16,2,0,0,4,1,0,1,1,2,34,1,16,2,1,0
"8304","146470  1","03",12,"1464701",0,1,0,1,5,2,2,14,13,2,2,2,2,1,0,2,1,2,32,1,13,2,1,0
"8305","146459  2","03",14,"1464592",0,1,0,1,2,1,2,14,14,1,0,0,3,1,0,1,1,1,34,1,14,2,1,0
"8306","146452  1","03",13,"1464521",1,1,0,1,4,2,1,24,23,3,0,2,4,1,0,1,1,2,39,1,23,2,1,0
"8307","146454  5","03",9,"1464545",1,2,4,1,2,1,1,23,13,2,0,0,4,1,0,1,0,2,26,1,13,0,0,1
"8308","146421  2","03",14,"1464212",1,1,4,1,5,2,2,16,12,1,5,1,4,1,0,8,0,2,31,7,12,1,0,1
"8309","201012  2","03",7,"2010122",0,1,0,1,2,1,2,15,14,3,90,0,4,1,0,1,1,2,24,1,14,2,1,0
"8310","098863  2","03",13,"0988632",1,2,0,1,1,1,2,16,16,1,1,0,3,1,0,2,0,2,32,1,16,1,0,0
"8311","0988 9  1","03",14,"098891",1,2,0,1,5,2,2,19,20,2,0,0,3,1,0,1,0,2,35,1,20,1,0,0
"8312","037317  2","03",5,"0373172",1,1,4,1,2,1,2,23,23,3,0,0,2,1,0,8,1,2,29,1,23,2,1,1
"8313","284418  2","03",15,"2844182",0,1,4,1,2,1,2,15,16,2,0,0,3,1,0,2,1,2,39,1,16,2,1,1
"8314","284430  1","03",13,"2844301",1,1,0,1,5,2,2,14,14,2,0,0,4,1,0,3,0,2,29,1,14,0,0,0
"8315","284466  8","03",7,"2844668",1,2,0,1,5,2,2,14,15,2,0,0,4,1,0,1,1,2,25,1,15,2,1,0
"8316","284468  2","03",16,"2844682",1,1,0,1,5,2,2,18,17,1,2,0,2,1,0,0,1,2,38,1,17,2,1,0
"8317","270978  2","03",11,"2709782",0,2,4,1,2,1,2,20,14,1,0,0,1,1,1,8,1,3,34,1,14,2,1,1
"8318","270966  2","03",9,"2709662",1,2,0,1,1,1,1,20,20,1,3,0,2,1,0,1,0,3,30,1,20,0,0,0
"8319","270976  2","03",4,"2709762",0,2,0,1,2,1,2,13,14,1,1,0,3,1,0,2,1,2,25,1,14,2,1,0
"8320","142987  1","03",15,"1429871",1,1,4,1,5,2,2,17,13,2,3,0,4,1,0,3,0,2,32,1,13,0,0,1
"8321","142980  3","03",11,"1429803",1,1,0,1,5,2,2,16,13,2,5,0,4,1,0,1,1,2,31,1,13,2,1,0
"8322","142999  1","03",13,"1429991",0,2,0,1,5,2,2,16,16,2,0,0,4,1,0,2,1,2,36,1,16,2,1,0
"8323","139113  2","03",8,"1391132",1,1,4,1,2,1,2,18,18,1,0,0,2,1,0,1,1,2,27,1,18,2,1,1
"8324","1978 9  2","03",6,"197892",1,2,0,1,1,1,1,22,20,1,0,0,4,1,0,1,1,0,30,1,20,2,1,0
"8325","239211  2","03",11,"2392112",1,2,0,1,1,1,1,20,16,3,20,0,5,1,1,3,0,2,29,1,16,0,0,0
"8326","093710  2","03",12,"0937102",1,2,0,1,1,1,1,19,14,3,2,3,5,1,0,3,1,2,37,1,14,2,1,0
"8327","093776  2","03",12,"0937762",1,2,0,1,2,1,1,15,15,2,0,0,3,1,0,1,1,2,29,1,15,2,1,0
"8328","093788  2","03",11,"0937882",1,2,0,1,2,1,1,14,15,2,0,0,4,1,0,1,1,2,27,1,15,2,1,0
"8329","093770  2","03",16,"0937702",0,2,0,1,2,1,1,18,18,1,1,2,4,1,0,1,1,2,43,1,18,2,1,0
"8330","093753  2","03",14,"0937532",0,1,0,1,2,1,1,17,17,3,0,2,4,1,0,2,1,2,37,1,17,2,1,0
"8331","093792  2","03",15,"0937922",1,2,4,1,2,1,1,17,17,2,0,2,3,1,0,1,1,2,36,1,17,2,1,1
"8332","093730  1","03",14,"0937301",0,2,4,1,2,1,2,15,15,1,0,0,2,1,NA,1,1,0,33,1,15,2,1,1
"8333","093740  2","03",12,"0937402",1,1,0,1,2,1,1,25,15,1,0,0,1,1,0,2,0,0,30,1,15,0,0,0
"8334","317157  3","03",14,"3171573",1,1,0,1,2,1,2,16,17,2,0,0,4,1,0,1,0,2,32,1,17,0,0,0
"8335","247880  2","03",10,"2478802",1,2,0,1,1,1,1,14,14,1,1,0,5,1,0,1,1,2,26,1,14,2,1,0
"8336","247850  1","03",10,"2478501",1,2,0,1,1,1,2,14,14,2,0,0,4,1,0,3,0,2,28,1,14,0,0,0
"8337","226181  1","03",16,"2261811",1,2,0,1,1,1,1,22,22,3,4,2,5,1,0,3,1,2,40,1,22,2,1,0
"8338","219512  2","03",14,"2195122",0,1,0,1,1,1,1,18,18,1,0,0,4,1,0,2,1,2,40,1,18,2,1,0
"8339","180391  1","03",10,"1803911",1,1,0,1,2,1,2,18,18,2,2,0,4,1,0,3,1,2,30,1,18,2,1,0
"8340","098265  2","03",14,"0982652",1,1,0,1,1,1,1,28,27,3,0,0,5,1,0,3,1,2,44,1,27,2,1,0
"8341","221654  2","03",11,"2216542",1,2,0,1,2,1,1,14,14,2,0,0,3,1,0,1,1,2,27,1,14,2,1,0
"8342","221680  1","03",13,"2216801",0,1,4,1,5,2,2,14,14,1,0,0,1,1,0,1,0,2,38,1,14,1,0,1
"8343","221614  2","03",8,"2216142",1,2,4,1,2,1,2,16,15,1,0,0,4,1,0,0,0,2,25,1,15,0,0,1
"8344","221646  1","03",2,"2216461",1,1,0,1,1,1,1,22,20,2,5,0,4,1,0,2,0,2,26,1,20,0,0,0
"8345","158565  1","03",7,"1585651",1,1,0,1,5,2,2,16,16,2,0,1,2,1,0,2,1,2,25,1,16,2,1,0
"8346","158596  1","03",14,"1585961",1,2,0,1,1,1,1,15,15,2,0,2,3,1,0,1,0,2,32,1,15,0,0,0
"8347","158539  1","03",13,"1585391",0,1,4,1,5,2,2,18,15,1,0,0,2,1,0,1,1,2,36,1,15,2,1,1
"8348","158595  2","03",12,"1585952",1,1,0,1,2,1,1,18,13,1,0,0,3,1,0,2,0,2,32,1,13,0,0,0
"8349","001027  2","03",16,"0010272",0,2,4,1,2,1,2,19,19,1,0,3,3,1,0,1,0,2,39,1,19,0,0,1
"8350","080163  2","03",10,"0801632",1,2,0,1,1,1,1,23,20,3,4,0,5,1,0,3,1,2,33,1,20,2,1,0
"8351","246519  2","03",13,"2465192",0,1,0,1,2,1,1,19,19,1,0,2,4,1,0,1,1,2,38,1,19,2,1,0
"8352","246583  2","03",15,"2465832",1,2,4,1,2,1,2,18,15,0,3,0,2,1,0,8,1,0,38,1,15,2,1,1
"8353","2046 8  2","03",11,"204682",0,1,0,1,2,1,2,17,17,1,90,0,1,1,0,0,1,2,35,7,17,2,1,0
"8354","204661  1","03",14,"2046611",0,2,0,1,2,1,2,13,13,1,2,0,2,1,0,1,1,1,30,1,13,2,1,0
"8355","039391  2","03",6,"0393912",0,1,0,1,2,1,2,20,20,1,1,0,2,1,0,2,0,2,36,1,20,0,0,0
"8356","117557  4","03",5,"1175574",1,2,0,1,2,1,1,18,19,2,4,0,2,2,0,1,0,2,25,2,19,1,0,0
"8357","117556  2","03",10,"1175562",1,1,0,1,2,1,1,12,12,1,0,3,3,2,0,1,0,2,28,2,12,0,0,0
"8358","117594  2","03",15,"1175942",1,2,0,1,1,1,1,15,15,1,2,2,3,2,1,1,1,2,32,2,15,2,1,0
"8359","117596  2","03",16,"1175962",1,2,0,1,2,1,2,14,14,1,0,2,2,2,0,2,0,2,38,2,14,0,0,0
"8360","166979  2","03",7,"1669792",0,2,0,1,2,1,1,18,18,2,3,1,3,2,0,1,0,2,34,2,18,0,0,0
"8361","166970  2","03",11,"1669702",1,2,4,1,2,1,1,20,17,1,0,0,2,2,1,8,1,1,28,2,17,2,1,1
"8362","166974  2","03",12,"1669742",1,1,0,1,1,1,1,24,22,2,30,1,5,2,1,3,1,2,37,2,22,2,1,0
"8363","032910  2","03",8,"0329102",1,1,4,1,2,1,2,12,12,1,0,0,2,2,0,2,1,1,24,2,12,2,1,1
"8364","138433  1","03",16,"1384331",0,1,4,1,5,2,1,25,17,1,0,3,1,2,0,2,0,2,48,2,17,1,0,1
"8365","138429  4","03",12,"1384294",1,2,4,1,5,2,2,11,11,0,0,0,5,2,0,1,1,0,24,2,11,2,1,1
"8366","193399  2","03",13,"1933992",1,1,0,1,2,1,1,22,23,1,0,3,2,2,0,1,1,2,38,2,23,2,1,0
"8367","193388  2","03",11,"1933882",0,1,4,1,2,1,2,18,16,2,3,0,1,2,0,1,0,2,40,2,16,0,0,1
"8368","1933 9  1","03",14,"193391",0,1,4,1,5,2,1,16,16,1,0,2,1,2,0,8,1,2,35,2,16,2,1,1
"8369","030821  2","03",3,"0308212",0,1,0,1,2,1,1,18,97,1,0,2,3,2,0,1,0,1,30,2,NA,0,0,0
"8370","030886  2","03",11,"0308862",0,1,4,1,2,1,2,15,15,1,2,0,4,2,0,2,1,2,36,2,15,2,1,1
"8371","0308 2  2","03",13,"030822",0,2,0,1,2,1,1,16,16,1,0,2,3,2,0,1,1,2,38,2,16,2,1,0
"8372","007934  1","03",13,"0079341",1,1,0,1,5,2,2,17,16,2,0,0,3,2,0,1,1,2,31,2,16,2,1,0
"8373","192436  3","03",16,"1924363",0,2,0,1,2,1,2,17,17,2,90,0,1,2,0,2,1,2,39,2,17,2,1,0
