"","caseid","child_id","age_child","mother_id","first_born","sex_child","child_residence","child_alive","marital_status","union_status","num_union_status","age_cohabitation","first_sex","edu_level_mother","num_trips","owner_house","wealth_index","type_residence","traveled_12","partners_education","currently_working","literacy","current_age_respondent","type_dejure_residence","age_first_sex","worked_12_temp","worked_12","child_foster"
"820","031352  2","01",3,"0313522",1,2,0,1,1,1,1,35,29,3,1,2,5,1,1,3,1,2,39,1,29,2,1,0
"821","031389  2","01",12,"0313892",0,2,0,1,1,1,1,25,25,3,2,3,5,1,0,1,1,2,43,1,25,2,1,0
"822","031359  2","01",3,"0313592",0,2,0,1,2,1,1,33,14,2,0,0,4,1,0,1,0,2,37,1,14,0,0,0
"823","031398  2","01",3,"0313982",1,1,0,1,2,1,1,23,22,3,0,0,4,1,0,2,1,2,27,1,22,2,1,0
"824","140052  2","01",1,"1400522",0,1,0,1,2,1,2,22,12,3,0,0,5,1,0,3,1,2,28,1,12,2,1,0
"825","140038  2","01",3,"1400382",0,1,0,1,1,1,1,26,26,3,0,0,5,1,0,3,1,2,33,1,26,2,1,0
"826","140024  1","01",3,"1400241",0,2,0,1,2,1,2,17,16,2,0,2,4,1,0,2,0,2,25,1,16,0,0,0
"827","1400 8  4","01",2,"140084",0,1,0,1,1,1,2,20,19,2,1,0,5,1,0,2,0,2,34,7,19,0,0,0
"828","140096  1","01",0,"1400961",0,2,0,1,5,2,1,22,13,2,0,0,3,1,0,3,1,2,24,1,13,2,1,0
"829","140023  2","01",0,"1400232",0,1,0,1,1,1,1,20,19,2,0,0,4,1,0,2,0,2,40,1,19,1,0,0
"830","140054  2","01",14,"1400542",0,1,0,1,2,1,2,17,16,3,0,1,5,1,0,1,1,2,42,1,16,2,1,0
"831","140059  2","01",5,"1400592",1,2,0,1,1,1,1,16,16,3,0,0,5,1,0,2,1,2,22,1,16,2,1,0
"832","140079  1","01",9,"1400791",0,1,0,1,2,1,2,15,15,1,2,0,5,1,0,2,1,2,41,1,15,2,1,0
"833","236880  2","01",8,"2368802",0,1,0,1,2,1,1,18,18,3,2,1,4,1,0,3,0,2,36,1,18,0,0,0
"834","236810  1","01",15,"2368101",0,2,0,1,5,2,2,18,17,1,2,0,3,1,0,2,1,1,44,1,17,2,1,0
"835","236814  1","01",13,"2368141",0,2,0,1,2,1,1,14,15,2,0,0,4,1,0,1,0,2,36,1,15,0,0,0
"836","236814  4","01",4,"2368144",0,2,0,1,5,2,1,15,14,1,0,0,4,1,0,2,0,1,29,7,14,0,0,0
"837","236852  1","01",9,"2368521",1,1,0,1,5,2,1,15,15,3,0,0,5,1,0,3,1,2,38,1,15,2,1,0
"838","236892  3","01",0,"2368923",0,2,0,1,2,1,2,15,15,3,0,0,4,1,0,2,0,2,33,1,15,1,0,0
"839","083872  1","01",0,"0838721",0,2,0,1,5,2,1,23,23,1,0,0,1,1,0,3,0,1,31,1,23,0,0,0
"840","083889  2","01",7,"0838892",0,2,0,1,1,1,1,19,16,2,0,0,3,1,0,3,1,2,32,1,16,2,1,0
"841","083834  2","01",11,"0838342",0,1,4,1,2,1,2,18,11,1,0,0,1,1,0,1,0,2,34,1,11,0,0,1
"842","0838 3  1","01",14,"083831",0,1,0,1,2,1,2,17,17,2,0,0,4,1,0,1,1,2,39,1,17,2,1,0
"843","083884  2","01",13,"0838842",1,2,0,1,5,2,2,23,23,3,0,0,4,1,0,2,1,2,38,1,23,2,1,0
"844","114551  2","01",14,"1145512",0,1,0,1,1,1,1,27,26,3,0,2,5,1,0,3,1,2,47,1,26,2,1,0
"845","114581  1","01",14,"1145811",1,1,0,1,2,1,2,18,14,1,2,0,5,1,0,8,1,2,33,1,14,2,1,0
"846","114533  2","01",10,"1145332",0,1,0,1,2,1,2,12,14,1,0,0,2,1,0,2,0,1,35,1,14,0,0,0
"847","114594  2","01",7,"1145942",0,2,0,1,2,1,1,15,15,1,0,0,5,1,0,1,0,1,28,1,15,0,0,0
"848","114584  2","01",5,"1145842",0,1,0,1,2,1,1,19,19,2,0,2,2,1,0,1,1,2,29,1,19,2,1,0
"849","114561  2","01",9,"1145612",0,1,0,1,2,1,2,18,18,2,2,0,2,1,0,1,0,2,32,1,18,0,0,0
"850","114566  1","01",1,"1145661",0,2,0,1,2,1,2,19,19,1,0,0,1,1,0,8,0,3,28,1,19,0,0,0
"851","114566  5","01",0,"1145665",1,2,0,1,2,1,2,14,13,2,0,0,1,1,0,2,0,2,20,1,13,0,0,0
"852","1145 2  2","01",14,"114522",0,2,4,1,2,1,2,14,17,1,0,0,2,1,0,1,1,2,36,1,17,2,1,1
"853","114525  2","01",2,"1145252",1,1,0,1,2,1,2,11,12,2,5,1,3,1,0,1,0,2,27,1,12,1,0,0
"854","114525  5","01",3,"1145255",1,2,4,1,2,1,2,14,15,2,4,1,3,1,0,2,1,2,20,7,15,2,1,1
"855","198728  2","01",7,"1987282",0,2,0,1,2,1,2,16,16,2,1,0,3,1,0,1,1,2,36,1,16,2,1,0
"856","198784  1","01",8,"1987841",0,2,0,1,5,2,2,25,25,3,1,0,4,1,0,1,1,2,40,1,25,2,1,0
"857","198743  2","01",1,"1987432",0,2,0,1,2,1,1,17,16,1,0,0,2,1,0,1,0,2,24,1,16,0,0,0
"858","1987 4  2","01",3,"198742",1,1,0,1,2,1,1,17,17,2,0,0,2,1,0,2,1,2,22,1,17,2,1,0
"859","198726  2","01",1,"1987262",0,1,4,1,5,2,2,14,14,1,5,0,2,1,0,2,1,0,25,1,14,2,1,1
"860","198762  2","01",3,"1987622",1,1,0,1,2,1,1,23,23,2,0,0,3,1,0,3,1,2,27,1,23,2,1,0
"861","198793  2","01",5,"1987932",0,1,0,1,2,1,1,22,22,2,0,0,3,1,0,1,0,2,30,1,22,0,0,0
"862","198717  1","01",3,"1987171",0,2,0,1,1,1,2,15,16,2,3,2,5,1,1,2,1,2,28,1,16,3,1,0
"863","198722  2","01",10,"1987222",0,2,0,1,2,1,2,18,97,1,0,1,2,1,0,2,1,2,33,1,NA,2,1,0
"864","008312  1","01",11,"0083121",0,2,0,1,2,1,1,14,14,1,1,2,2,1,0,1,1,2,34,1,14,2,1,0
"865","008315  1","01",12,"0083151",0,2,0,1,5,2,2,19,19,3,5,2,2,1,0,2,0,2,48,1,19,0,0,0
"866","008315  2","01",5,"0083152",0,2,0,1,5,2,1,12,13,1,2,0,2,1,0,2,1,2,25,1,13,2,1,0
"867","008331  2","01",7,"0083312",0,2,0,1,2,1,2,16,16,3,0,0,3,1,0,2,0,2,31,1,16,0,0,0
"868","008316  2","01",7,"0083162",0,1,0,1,2,1,1,26,26,2,3,0,2,1,0,1,0,2,41,1,26,0,0,0
"869","008392  2","01",4,"0083922",1,1,0,1,5,2,1,15,15,3,0,0,3,1,0,2,1,2,28,1,15,2,1,0
"870","008354  1","01",5,"0083541",1,2,0,1,2,1,2,26,19,2,1,0,3,1,0,1,1,2,32,1,19,2,1,0
"871","008334  2","01",9,"0083342",0,2,0,1,2,1,1,14,14,1,0,0,3,1,0,1,1,2,31,1,14,2,1,0
"872","008382  2","01",16,"0083822",0,1,0,1,1,1,2,17,17,2,0,2,3,1,0,1,0,2,49,1,17,0,0,0
"873","008349  2","01",10,"0083492",0,1,0,1,2,1,2,14,14,1,0,2,3,1,0,2,1,0,43,1,14,2,1,0
"874","008321  2","01",11,"0083212",0,2,0,1,1,1,1,26,26,3,3,2,3,1,0,1,0,2,42,1,26,0,0,0
"875","008398  2","01",12,"0083982",0,1,0,1,2,1,1,16,16,1,2,0,2,1,0,1,0,2,42,1,16,0,0,0
"876","168526  2","01",11,"1685262",0,1,0,1,2,1,1,15,15,2,0,0,3,1,0,1,0,2,31,1,15,0,0,0
"877","168535  2","01",9,"1685352",0,1,0,1,2,1,2,14,14,1,0,2,3,1,0,1,0,1,35,1,14,1,0,0
"878","168535  5","01",0,"1685355",0,1,0,1,2,1,1,16,16,2,5,0,3,1,0,1,0,2,20,7,16,0,0,0
"879","168584  1","01",11,"1685841",0,1,0,1,3,2,1,21,21,1,0,1,2,1,0,2,1,2,45,1,21,2,1,0
"880","168510  4","01",1,"1685104",0,1,4,1,5,2,2,14,14,1,0,0,2,1,0,1,0,0,23,1,14,0,0,1
"881","168599  3","01",12,"1685993",0,1,0,1,5,2,1,13,13,2,20,0,3,1,0,2,0,2,34,1,13,0,0,0
"882","168546  2","01",1,"1685462",1,2,0,1,2,1,1,15,14,2,0,0,1,1,0,2,0,2,18,1,14,0,0,0
"883","301229  2","01",10,"3012292",0,2,0,1,2,1,1,20,20,3,1,2,3,1,0,1,1,2,41,1,20,2,1,0
"884","301283  1","01",11,"3012831",0,2,0,1,5,2,2,20,20,2,1,0,5,1,0,8,1,2,44,1,20,2,1,0
"885","301283  2","01",0,"3012832",0,1,0,1,5,2,1,17,17,3,3,0,5,1,0,2,1,2,22,1,17,2,1,0
"886","301240  2","01",13,"3012402",0,2,0,1,1,1,1,30,30,3,2,2,5,1,0,3,1,2,49,1,30,2,1,0
"887","301299  2","01",13,"3012992",0,1,0,1,1,1,1,29,30,3,0,2,5,1,0,3,1,2,48,1,30,2,1,0
"888","301227  2","01",2,"3012272",0,1,0,1,1,1,1,24,24,3,0,0,4,1,0,3,0,2,33,1,24,0,0,0
"889","301271  2","01",4,"3012712",0,2,0,1,5,2,1,14,14,1,3,0,3,1,0,1,1,2,29,1,14,2,1,0
"890","301271  3","01",5,"3012713",1,2,0,1,5,2,1,17,17,1,0,0,3,1,0,1,1,2,28,1,17,2,1,0
"891","015643  2","01",3,"0156432",0,2,0,1,2,1,1,18,17,2,0,2,5,1,0,1,0,2,29,1,17,0,0,0
"892","015680  3","01",14,"0156803",1,2,0,1,5,2,1,20,20,3,7,0,5,1,0,2,1,2,36,1,20,2,1,0
"893","015640  2","01",9,"0156402",0,1,0,1,2,1,2,18,18,2,0,1,2,1,0,2,1,2,31,1,18,2,1,0
"894","015642  2","01",16,"0156422",0,2,0,1,1,1,1,22,15,2,3,3,4,1,0,1,1,2,39,1,15,2,1,0
"895","015674  1","01",1,"0156741",0,2,0,1,5,2,1,16,16,1,5,2,1,1,0,1,0,2,24,1,16,1,0,0
"896","015671  1","01",2,"0156711",0,1,0,1,2,1,1,16,16,1,0,0,2,1,0,1,0,2,27,1,16,0,0,0
"897","015636  2","01",3,"0156362",0,2,0,1,2,1,2,16,18,2,1,0,2,1,0,2,0,2,26,1,18,0,0,0
"898","015695  1","01",9,"0156951",0,2,4,1,2,1,2,17,12,1,0,0,2,1,0,1,0,2,30,1,12,0,0,1
"899","015679  2","01",2,"0156792",0,1,0,1,2,1,2,16,11,1,7,3,1,1,0,1,0,1,30,1,11,0,0,0
"900","015685  2","01",2,"0156852",0,2,4,1,2,1,2,15,14,1,0,0,2,1,0,1,0,2,32,1,14,1,0,1
"901","258815  2","01",3,"2588152",0,1,0,1,2,1,2,19,19,1,0,0,3,1,0,0,1,2,42,1,19,2,1,0
"902","258861  2","01",13,"2588612",0,2,0,1,2,1,1,21,97,3,1,1,2,1,0,1,0,2,45,1,NA,0,0,0
"903","258838  1","01",9,"2588381",0,1,0,1,1,1,1,20,20,3,2,1,4,1,0,1,1,2,38,1,20,2,1,0
"904","258817  2","01",9,"2588172",0,2,0,1,2,1,2,16,16,1,20,0,2,1,0,3,1,2,32,1,16,2,1,0
"905","2588 1  2","01",0,"258812",0,1,0,1,2,1,1,15,15,2,0,0,4,1,0,2,1,2,22,1,15,2,1,0
"906","2588 7  2","01",12,"258872",0,1,0,1,2,1,1,26,26,3,0,0,3,1,0,1,0,2,43,1,26,0,0,0
"907","258839  1","01",11,"2588391",0,2,4,1,2,1,2,16,17,2,0,0,2,1,0,8,1,2,31,1,17,2,1,1
"908","2282 9  2","01",2,"228292",1,1,0,1,1,1,1,20,19,2,0,3,1,1,0,1,1,2,23,1,19,2,1,0
"909","228247  2","01",3,"2282472",1,1,0,1,2,1,2,17,17,1,0,3,1,1,0,2,1,2,21,1,17,2,1,0
"910","228216  1","01",10,"2282161",0,1,0,1,5,2,2,15,15,1,2,1,1,1,0,8,1,2,31,1,15,2,1,0
"911","228299  3","01",0,"2282993",1,2,0,1,5,2,2,19,14,2,0,0,1,1,0,1,0,2,22,1,14,0,0,0
"912","228258  2","01",3,"2282582",1,2,0,1,1,1,1,16,17,2,3,2,4,1,0,1,1,2,23,1,17,3,1,0
"913","228246  2","01",0,"2282462",1,2,0,1,2,1,1,25,25,2,2,2,2,1,0,1,1,2,41,1,25,3,1,0
"914","228231  2","01",9,"2282312",0,2,0,1,2,1,2,14,14,1,0,2,2,1,0,1,1,2,38,1,14,2,1,0
"915","228273  2","01",2,"2282732",0,1,0,1,2,1,1,17,18,2,0,0,4,1,0,1,0,2,22,1,18,0,0,0
"916","228273  4","01",6,"2282734",1,2,0,1,5,2,1,18,17,2,10,2,4,1,0,3,1,2,26,1,17,2,1,0
"917","2282 1  1","01",7,"228211",0,1,0,1,5,2,1,19,19,2,2,0,4,1,0,2,0,2,43,1,19,0,0,0
"918","228262  2","01",6,"2282622",1,1,0,1,2,1,1,15,15,1,0,0,3,1,0,2,0,2,24,1,15,0,0,0
"919","228221  1","01",0,"2282211",0,1,0,1,2,1,2,18,17,1,6,1,4,1,0,1,0,2,36,1,17,0,0,0
"920","213779  1","01",13,"2137791",0,2,0,1,2,1,1,18,18,2,0,2,4,1,0,1,0,2,35,1,18,1,0,0
"921","213762  2","01",1,"2137622",0,1,0,1,2,1,1,18,18,3,0,0,3,1,0,3,1,2,25,1,18,2,1,0
"922","213782  2","01",4,"2137822",1,1,0,1,2,1,1,15,15,2,2,0,2,1,0,1,0,2,22,1,15,0,0,0
"923","213767  2","01",0,"2137672",0,1,0,1,2,1,2,19,18,2,0,0,2,1,0,1,0,2,28,1,18,0,0,0
"924","213737  3","01",8,"2137373",0,1,0,1,5,2,2,16,16,2,3,0,3,1,0,1,1,2,28,1,16,2,1,0
"925","213727  1","01",3,"2137271",0,1,0,1,5,2,2,16,16,2,0,1,3,1,0,2,1,2,37,1,16,2,1,0
"926","213764  4","01",3,"2137644",0,1,0,1,2,1,2,14,14,1,0,0,2,1,0,1,1,0,25,1,14,2,1,0
"927","213776  1","01",8,"2137761",0,2,0,1,5,2,2,19,19,1,0,1,3,1,0,3,1,0,45,1,19,2,1,0
"928","213750  2","01",3,"2137502",0,2,0,1,2,1,2,15,15,1,5,0,4,1,0,1,1,2,24,1,15,2,1,0
"929","213796  2","01",5,"2137962",0,2,0,1,2,1,1,14,14,1,0,0,1,1,0,2,1,2,25,1,14,2,1,0
"930","213758  3","01",1,"2137583",1,2,0,1,2,1,1,16,16,1,0,0,3,1,0,2,0,1,19,1,16,0,0,0
"931","265247  2","01",3,"2652472",0,1,0,1,1,1,1,20,19,3,0,2,4,2,0,1,1,2,39,2,19,2,1,0
"932","265241  1","01",12,"2652411",0,1,0,1,2,1,2,16,16,1,0,1,3,2,0,8,1,2,40,2,16,2,1,0
"933","265244  2","01",6,"2652442",1,2,0,1,2,1,1,17,17,3,3,0,4,2,0,3,1,2,24,2,17,2,1,0
"934","2652 3  2","01",1,"265232",0,2,0,1,2,1,1,15,15,1,0,0,2,2,0,1,1,1,21,2,15,2,1,0
"935","265223  2","01",9,"2652232",0,1,0,1,2,1,2,19,19,1,2,1,2,2,0,1,0,2,43,2,19,1,0,0
"936","265248  4","01",0,"2652484",0,1,0,1,2,1,1,15,15,1,12,0,1,2,0,2,0,2,24,7,15,0,0,0
"937","265238  1","01",2,"2652381",0,2,0,1,5,2,2,16,16,2,0,2,2,2,0,8,0,2,23,2,16,0,0,0
"938","1339 9  2","01",10,"133992",0,2,0,1,2,1,1,16,16,2,0,2,2,2,0,2,1,2,34,2,16,2,1,0
"939","133996  1","01",3,"1339961",0,1,0,1,5,2,2,35,33,3,3,1,2,2,0,2,0,2,45,2,33,0,0,0
"940","133991  2","01",10,"1339912",0,2,0,1,2,1,1,20,13,1,0,2,2,2,0,1,1,2,31,2,13,2,1,0
"941","133986  2","01",8,"1339862",1,2,4,1,2,1,2,20,20,1,3,0,1,2,0,0,0,2,30,2,20,0,0,1
"942","133961  3","01",7,"1339613",1,2,0,1,5,2,1,19,19,2,0,0,1,2,0,1,1,2,28,2,19,2,1,0
"943","133972  1","01",7,"1339721",0,2,0,1,2,1,1,16,16,1,0,2,3,2,0,1,0,1,30,2,16,0,0,0
"944","243599  1","01",15,"2435991",0,1,4,1,5,2,1,28,20,1,0,1,3,2,0,0,0,0,44,2,20,0,0,1
"945","243583  2","01",1,"2435832",0,2,0,1,2,1,2,20,20,1,0,0,2,2,0,1,0,2,42,2,20,0,0,0
"946","243596  2","01",4,"2435962",0,1,0,1,2,1,1,18,18,2,0,2,3,2,0,2,0,2,30,2,18,0,0,0
"947","243558  2","01",3,"2435582",0,1,0,1,2,1,2,18,18,2,3,0,1,2,0,2,1,2,27,2,18,2,1,0
"948","243558  3","01",3,"2435583",0,2,0,1,2,1,1,19,20,2,6,0,1,2,1,2,1,2,26,7,20,2,1,0
"949","2435 3  2","01",11,"243532",0,1,0,1,2,1,1,14,14,1,0,2,2,2,0,1,0,1,40,2,14,0,0,0
"950","243531  2","01",10,"2435312",0,2,0,1,2,1,1,13,13,1,1,0,3,2,0,1,0,2,33,2,13,0,0,0
"951","243554  1","01",9,"2435541",1,2,0,1,3,2,2,16,16,1,1,0,1,2,0,1,1,0,30,2,16,2,1,0
"952","243574  1","01",6,"2435741",0,2,4,1,2,1,2,13,13,1,0,0,2,2,0,3,0,2,22,2,13,0,0,1
"953","117391  2","01",3,"1173912",0,2,0,1,2,1,2,14,14,1,5,1,2,2,0,1,1,1,38,2,14,2,1,0
"954","117355  5","01",1,"1173555",1,1,0,1,5,2,1,17,16,2,0,0,2,2,0,2,0,2,20,2,16,0,0,0
"955","117347  1","01",9,"1173471",0,2,0,1,5,2,1,12,12,2,5,0,2,2,0,1,1,2,29,2,12,2,1,0
"956","117335  3","01",1,"1173353",1,1,0,1,5,2,1,15,15,2,2,0,3,2,0,3,0,2,17,2,15,0,0,0
"957","117360  1","01",9,"1173601",0,2,0,1,5,2,1,20,20,3,1,2,3,2,0,2,1,2,31,2,20,2,1,0
"958","117360  3","01",4,"1173603",1,2,0,1,0,0,NA,NA,13,1,3,0,3,2,0,NA,0,2,21,7,13,0,0,0
"959","117394  2","01",4,"1173942",0,1,0,1,2,1,2,17,16,1,10,0,2,2,0,2,0,2,30,2,16,1,0,0
"960","117339  2","01",0,"1173392",1,1,0,1,2,1,2,17,17,2,2,0,4,2,0,2,0,2,22,2,17,0,0,0
"961","117318  2","01",0,"1173182",0,1,0,1,2,1,1,17,17,3,1,0,2,2,0,1,0,2,33,2,17,0,0,0
"962","1173 3  1","01",16,"117331",1,2,0,1,3,2,1,24,24,2,0,0,3,2,0,1,1,2,42,2,24,2,1,0
"963","117388  1","01",9,"1173881",0,1,0,1,2,1,2,16,16,1,1,1,3,2,0,3,0,2,30,2,16,0,0,0
"964","117382  4","01",0,"1173824",1,1,0,1,2,1,1,19,20,2,10,0,2,2,0,1,0,2,23,7,20,0,0,0
"965","271972  2","01",6,"2719722",1,1,0,1,2,1,2,23,18,2,0,0,4,2,0,2,0,2,30,2,18,0,0,0
"966","271933  1","01",8,"2719331",1,2,0,1,2,1,1,17,17,2,1,2,3,2,0,2,1,2,27,2,17,2,1,0
"967","271925  2","01",13,"2719252",0,2,0,1,2,1,1,22,22,3,6,0,2,2,0,1,0,2,45,2,22,0,0,0
"968","271918  3","01",1,"2719183",1,1,0,1,2,1,1,18,17,2,5,0,2,2,0,2,0,2,19,2,17,0,0,0
"969","271994  2","01",15,"2719942",0,1,0,1,2,1,1,18,18,1,2,2,5,2,0,2,0,2,41,2,18,0,0,0
"970","271924  2","01",3,"2719242",1,2,0,1,2,1,1,22,20,3,0,0,3,2,0,3,1,2,25,2,20,2,1,0
"971","271942  3","01",3,"2719423",1,1,0,1,2,1,1,17,17,3,0,0,5,2,0,2,1,2,22,2,17,2,1,0
"972","271913  2","01",9,"2719132",0,2,0,1,1,1,1,19,19,3,30,0,4,2,0,3,1,2,34,2,19,2,1,0
"973","271948  1","01",5,"2719481",0,2,0,1,2,1,1,16,16,3,0,2,5,2,0,2,1,2,33,2,16,2,1,0
"974","127753  3","01",0,"1277533",0,2,0,1,5,2,1,21,16,3,1,0,3,2,0,2,0,2,23,2,16,1,0,0
"975","127753  4","01",0,"1277534",1,1,0,1,5,2,2,18,18,3,0,0,3,2,0,3,0,2,20,2,18,0,0,0
"976","127753  8","01",4,"1277538",0,1,0,1,5,2,1,17,17,2,20,0,3,2,0,1,0,2,28,7,17,1,0,0
"977","1277 8  1","01",1,"127781",1,1,0,1,5,2,1,27,28,3,0,1,2,2,0,1,0,2,30,2,28,0,0,0
"978","127787  2","01",2,"1277872",0,1,0,1,2,1,1,16,16,3,0,3,3,2,0,2,0,2,31,2,16,0,0,0
"979","127791  2","01",2,"1277912",1,1,0,1,2,1,1,15,15,1,2,0,1,2,0,1,0,2,19,2,15,0,0,0
"980","127790  4","01",8,"1277904",0,2,0,1,2,1,2,27,27,2,1,0,2,2,0,1,1,2,44,7,27,3,1,0
"981","127777  1","01",4,"1277771",0,2,0,1,2,1,2,16,16,2,0,0,1,2,0,3,1,2,27,2,16,2,1,0
"982","127796  1","01",4,"1277961",0,1,0,1,5,2,1,21,19,2,5,0,1,2,0,1,1,2,30,2,19,2,1,0
"983","127794  2","01",3,"1277942",0,2,0,1,2,1,2,13,13,1,4,0,1,2,0,1,0,1,25,2,13,0,0,0
"984","127797  2","01",7,"1277972",0,1,0,1,2,1,1,18,18,2,30,0,2,2,0,1,1,2,37,2,18,2,1,0
"985","127799  2","01",6,"1277992",0,1,0,1,2,1,2,14,14,1,0,0,3,2,0,0,0,1,25,2,14,0,0,0
"986","020723  2","01",10,"0207232",0,2,0,1,2,1,1,23,23,3,0,0,3,2,0,2,0,2,38,2,23,0,0,0
"987","020779  2","01",8,"0207792",0,2,0,1,2,1,1,18,17,1,0,0,2,2,0,2,0,2,29,2,17,1,0,0
"988","020741  3","01",0,"0207413",1,2,0,1,5,2,1,16,15,3,0,0,2,2,0,2,0,2,21,2,15,0,0,0
"989","020795  2","01",0,"0207952",0,2,0,1,2,1,1,21,21,3,5,2,2,2,0,2,0,2,28,2,21,0,0,0
"990","020717  3","01",7,"0207173",1,1,0,1,2,1,1,15,16,2,1,0,1,2,0,1,0,2,24,2,16,0,0,0
"991","020717  7","01",3,"0207177",1,1,0,1,2,1,1,17,17,2,0,0,1,2,0,3,0,2,21,2,17,0,0,0
"992","020782  1","01",8,"0207821",1,1,0,1,5,2,2,17,17,3,6,0,2,2,0,8,1,2,26,2,17,2,1,0
"993","020716  2","01",5,"0207162",1,1,4,1,2,1,2,20,17,1,1,2,1,2,0,1,1,3,26,2,17,2,1,1
"994","020731  3","01",0,"0207313",1,2,0,1,2,1,1,21,21,2,1,0,2,2,0,1,0,2,22,2,21,0,0,0
"995","255119  2","01",9,"2551192",0,2,0,1,2,1,1,19,19,1,0,2,3,2,0,1,0,1,42,2,19,0,0,0
"996","255143  2","01",15,"2551432",0,1,4,1,2,1,2,14,14,1,3,2,2,2,0,1,1,0,47,2,14,2,1,1
"997","255183  3","01",2,"2551833",1,1,0,1,0,0,NA,NA,19,2,0,0,3,2,0,NA,0,2,22,2,19,0,0,0
"998","255149  5","01",1,"2551495",1,2,0,1,0,0,NA,NA,16,2,0,0,2,2,0,NA,0,2,20,2,16,0,0,0
"999","255137  2","01",8,"2551372",0,1,0,1,2,1,1,12,12,1,0,2,2,2,0,1,0,1,30,2,12,0,0,0
"1000","255110  2","01",2,"2551102",0,2,0,1,2,1,1,22,21,3,0,0,3,2,0,1,0,2,36,2,21,0,0,0
"1001","255198  1","01",3,"2551981",0,1,0,1,2,1,1,15,17,2,0,1,3,2,0,1,0,2,31,2,17,0,0,0
"1002","255114  1","01",3,"2551141",1,1,0,1,2,1,1,22,18,1,2,2,1,2,0,1,1,0,27,2,18,2,1,0
"1003","255153  1","01",4,"2551531",0,1,0,1,2,1,1,17,97,1,0,2,2,2,0,1,1,2,34,2,NA,2,1,0
"1004","255120  2","01",1,"2551202",1,1,0,1,2,1,1,15,13,1,0,0,3,2,0,2,0,0,17,2,13,0,0,0
"1005","255142  2","01",9,"2551422",0,1,0,1,1,1,2,24,16,1,2,2,3,2,0,1,0,1,47,2,16,0,0,0
"1006","255127  4","01",2,"2551274",1,2,0,1,0,0,NA,NA,18,2,0,0,3,2,0,NA,1,2,24,2,18,2,1,0
"1007","255185  2","01",0,"2551852",0,2,0,1,2,1,1,13,19,2,1,0,5,2,0,2,0,2,23,2,19,0,0,0
"1008","255116  3","01",4,"2551163",1,1,0,1,5,2,2,16,16,2,16,0,2,2,0,3,0,2,25,2,16,1,0,0
"1009","255144  2","01",5,"2551442",0,1,0,1,2,1,1,21,21,2,0,2,2,2,0,1,0,2,32,2,21,1,0,0
"1010","291596  2","01",6,"2915962",0,1,0,1,1,1,1,21,21,3,0,1,3,1,0,1,1,2,40,1,21,2,1,0
"1011","291599  2","01",0,"2915992",0,1,0,1,2,1,2,30,97,2,1,1,2,1,0,1,0,2,39,1,NA,0,0,0
"1012","291584  1","01",3,"2915841",0,2,0,1,2,1,1,19,19,2,0,0,1,1,0,2,0,2,30,1,19,0,0,0
"1013","291521  2","01",1,"2915212",0,1,0,1,5,2,1,24,22,3,1,0,3,1,0,3,0,2,33,1,22,1,0,0
"1014","291521  3","01",4,"2915213",0,1,0,1,5,2,2,16,16,2,1,2,3,1,0,3,0,2,27,1,16,1,0,0
"1015","291521  5","01",0,"2915215",1,1,0,1,0,0,NA,NA,17,2,0,0,3,1,0,NA,0,2,18,1,17,0,0,0
"1016","291542  2","01",0,"2915422",1,1,0,1,2,1,1,29,22,3,0,2,2,1,0,1,0,2,31,1,22,1,0,0
"1017","291515  2","01",16,"2915152",0,2,0,1,1,1,1,27,25,3,2,1,4,1,0,1,1,2,48,1,25,2,1,0
"1018","291515  3","01",2,"2915153",0,1,0,1,5,2,NA,17,14,2,3,0,4,1,0,3,1,2,20,1,14,2,1,0
"1019","291513  2","01",1,"2915132",0,1,0,1,5,2,1,15,15,1,1,0,1,1,1,1,0,2,19,1,15,1,0,0
"1020","291597  1","01",1,"2915971",1,1,0,1,5,2,1,18,14,1,0,0,1,1,0,8,1,1,20,1,14,2,1,0
"1021","291527  2","01",1,"2915272",1,1,0,1,2,1,1,17,97,1,0,2,3,1,0,2,1,2,19,1,NA,2,1,0
"1022","2915 5  1","01",7,"291551",0,2,0,1,5,2,1,21,17,3,5,1,4,1,0,2,1,2,37,1,17,2,1,0
"1023","291519  2","01",1,"2915192",0,1,0,1,2,1,1,12,14,1,0,0,2,1,0,1,0,2,18,1,14,0,0,0
"1024","291519  3","01",0,"2915193",0,1,0,1,0,0,NA,NA,14,1,3,2,2,1,0,NA,0,2,22,1,14,0,0,0
"1025","291568  2","01",5,"2915682",0,1,0,1,2,1,1,17,13,2,0,3,3,1,0,1,1,2,33,1,13,2,1,0
"1026","291553  1","01",1,"2915531",0,1,0,1,2,1,2,18,18,2,0,0,1,1,0,2,0,2,24,1,18,0,0,0
"1027","162243  1","01",10,"1622431",0,1,0,1,2,1,2,17,16,1,0,2,3,1,0,2,0,1,44,1,16,0,0,0
"1028","162298  2","01",1,"1622982",0,2,0,1,2,1,2,21,97,0,0,0,1,1,1,0,0,0,38,1,NA,0,0,0
"1029","162249  2","01",7,"1622492",0,1,0,1,2,1,2,15,15,0,0,NA,1,1,0,2,0,0,30,1,15,0,0,0
"1030","162274  2","01",0,"1622742",1,1,0,1,1,1,1,20,15,1,0,2,1,1,0,2,0,0,23,1,15,1,0,0
